probe,associate,associatecont,Meaning_R1,Meaning_BestGuess_R1,Meaning_R2,Meaning_BestGuess_R2,Comment_R1,Comment_R2,Agreement,CertainAgreement,CertainOrUncertainAgreement
limb,tree,,1,1,1,1,,,1,1,1
limb,branch,,1,1,1,1,,,1,1,1
limb,extremity,,1,1,1,1,,,1,1,1
limb,leg,,1,1,1,1,,,1,1,1
limb,arm,,1,1,1,1,,,1,1,1
limb,appendage,,1,1,1,1,,,1,1,1
limb,joint,,1,1,1,1,,,1,1,1
lime,light,,1,1,2,2,,,0,,0
lime,green,,2,2,2,2,,,1,1,1
lime,corona,,2,2,2,2,,,1,1,1
lime,sour,,2,2,2,2,,,1,1,1
lime,tart,,2,2,2,2,,,1,1,1
lime,tequila,,2,2,2,2,,,1,1,1
lime,lemon,,2,2,2,2,,,1,1,1
lime,juice,,2,2,2,2,,,1,1,1
lime,fruit,,2,2,2,2,,,1,1,1
lime,stone,,1,1,1,1,,,1,1,1
lime,rock,,1,1,1,1,,,1,1,1
limp,pain,,1,1,?1,1,could also be 2,,0,,1
limp,injury,,1,1,?1,1,could also be 2,,0,,1
limp,leg,,1,1,2,2,,,0,,0
limp,foot,,1,1,2,2,,,0,,0
limp,hard,,1,1,2,2,,,0,,0
limp,noodle,,2,2,2,2,,,1,1,1
limp,arm,,2,2,2,2,,,1,1,1
limp,weak,,2,2,2,2,,,1,1,1
limp,hair,,2,2,2,2,,,1,1,1
limp,loose,,2,2,2,2,,,1,1,1
limp,broken,,2,2,2,2,,,1,1,1
limp,soft,,2,2,2,2,,,1,1,1
limp,dead,,2,2,2,2,,,1,1,1
limp,tired,,2,2,2,2,,,1,1,1
limp,impotent,,2,2,2,2,,,1,1,1
limp,penis,,2,2,2,2,,,1,1,1
limp,dick,,2,2,2,2,,,1,1,1
limp,wrist,,2,2,2,2,,,1,1,1
limp,hurt,,1,1,1,1,,,1,1,1
limp,stagger,,1,1,1,1,,,1,1,1
limp,hobble,,1,1,1,1,,,1,1,1
limp,walk,,1,1,1,1,,,1,1,1
list,shopping,,1,1,1,1,,,1,1,1
list,paper,,1,1,1,1,,,1,1,1
list,order,,1,1,1,1,,,1,1,1
list,column,,1,1,1,1,,,1,1,1
list,check,,1,1,1,1,,,1,1,1
list,words,,1,1,1,1,,,1,1,1
list,names,,1,1,1,1,,,1,1,1
list,schedule,,1,1,1,1,,,1,1,1
list,write,,1,1,1,1,,,1,1,1
list,groceries,,1,1,1,1,,,1,1,1
list,things,,1,1,1,1,,,1,1,1
list,agenda,,1,1,1,1,,,1,1,1
list,long,,1,1,1,1,,,1,1,1
list,organize,,1,1,1,1,,,1,1,1
lit,bright,,-,,-,,Given definition is unclear,,0,,1
lit,candle,,-,,-,,Given definition is unclear,,0,,1
lit,cigarette,,-,,-,,Given definition is unclear,,0,,1
lit,dark,,-,,-,,Given definition is unclear,,0,,1
lit,drunk,,-,,-,,Given definition is unclear,,0,,1
lit,english,,-,,-,,Given definition is unclear,,0,,1
lit,fire,,-,,-,,Given definition is unclear,,0,,1
lit,flame,,-,,-,,Given definition is unclear,,0,,1
lit,lamp,,-,,-,,Given definition is unclear,,0,,1
lit,light,,-,,-,,Given definition is unclear,,0,,1
lit,lighter,,-,,-,,Given definition is unclear,,0,,1
lit,literature,,-,,-,,Given definition is unclear,,0,,1
lit,match,,-,,-,,Given definition is unclear,,0,,1
lit,on,,-,,-,,Given definition is unclear,,0,,1
lit,room,,-,,-,,Given definition is unclear,,0,,1
liver,heart,,1,1,1,1,,,1,1,1
liver,turkey,,1,1,1,1,,,1,1,1
liver,organ,,1,1,1,1,,,1,1,1
liver,body,,1,1,1,1,,,1,1,1
liver,pate,,1,1,1,1,,,1,1,1
liver,cat,,1,1,1,1,,,1,1,1
liver,chicken,,1,1,1,1,,,1,1,1
liver,stomach,,1,1,1,1,,,1,1,1
liver,yuck,,1,1,1,1,,,1,1,1
liver,gross,,1,1,1,1,,,1,1,1
liver,meat,,1,1,1,1,,,1,1,1
liver,onion,,1,1,1,1,,,1,1,1
liver,spleen,,1,1,1,1,,,1,1,1
liver,food,,1,1,1,1,,,1,1,1
liver,kidney,,1,1,1,1,,,1,1,1
liver,alcohol,,1,1,1,1,,,1,1,1
liver,cow,,1,1,1,1,,,1,1,1
liver,transplant,,1,1,1,1,,,1,1,1
loaf,lazy,,2,2,2,2,,,1,1,1
loaf,rest,,2,2,2,2,,,1,1,1
loaf,relax,,2,2,2,2,,,1,1,1
loaf,goof,off,2,2,2,2,,,1,1,1
loaf,lounge,,2,2,2,2,,,1,1,1
loaf,meat,,1,1,1,1,,,1,1,1
loaf,bread,,1,1,1,1,,,1,1,1
loaf,piece,,1,1,1,1,,,1,1,1
lock,safety,,1,1,1,1,,,1,1,1
lock,bicycle,,1,1,1,1,,,1,1,1
lock,door,,1,1,1,1,,,1,1,1
lock,keep,,1,1,1,1,,,1,1,1
lock,out,,1,1,1,1,,,1,1,1
lock,unlock,,1,1,1,1,,,1,1,1
lock,close,,1,1,1,1,,,1,1,1
lock,open,,1,1,1,1,,,1,1,1
lock,shut,,1,1,1,1,,,1,1,1
lock,secure,,1,1,1,1,,,1,1,1
lock,bolt,,1,1,1,1,,,1,1,1
lock,chain,,1,1,1,1,,,1,1,1
lock,key,,1,1,1,1,,,1,1,1
lock,safe,,1,1,1,1,,,1,1,1
log,tree,,1,1,1,1,,,1,1,1
log,fireplace,,1,1,1,1,,,1,1,1
log,roll,,1,1,1,1,,,1,1,1
log,fire,,1,1,1,1,,,1,1,1
log,book,,1,1,1,1,,,1,1,1
log,wood,,1,1,1,1,,,1,1,1
log,journal,,1,1,1,1,,,1,1,1
log,burn,,1,1,1,1,,,1,1,1
log,cabin,,1,1,1,1,,,1,1,1
low,high,,1,1,1,1,,,1,1,1
low,shallow,,1,1,1,1,,,1,1,1
low,down,,1,1,1,1,,,1,1,1
low,under,,1,1,1,1,,,1,1,1
low,salt,,1,1,1,1,,,1,1,1
low,life,,1,1,1,1,,,1,1,1
lumber,loft,,1,1,1,1,,,1,1,1
lumber,build,,1,1,1,1,,,1,1,1
lumber,splinter,,1,1,1,1,,,1,1,1
lumber,jack,,1,1,1,1,,,1,1,1
lumber,yard,,1,1,1,1,,,1,1,1
lumber,house,,1,1,1,1,,,1,1,1
lumber,tree,,1,1,1,1,,,1,1,1
lumber,wood,,1,1,1,1,,,1,1,1
mail,post,office,1,1,1,1,,,1,1,1
mail,news,,1,1,1,1,,,1,1,1
mail,junk,,1,1,1,1,,,1,1,1
mail,bag,,1,1,1,1,,,1,1,1
mail,shop,,1,1,1,1,,,1,1,1
mail,call,,1,1,1,1,,,1,1,1
mail,box,,1,1,1,1,,,1,1,1
mail,store,,1,1,1,1,,,1,1,1
mail,letter,,1,1,1,1,,,1,1,1
mail,man,,1,1,1,1,,,1,1,1
mail,air,,1,1,1,1,,,1,1,1
mail,stamp,,1,1,1,1,,,1,1,1
mail,shopping,,1,1,1,1,,,1,1,1
mail,order,,1,1,1,1,,,1,1,1
mail,bill,,1,1,1,1,,,1,1,1
mare,colt,,1,1,1,1,,,1,1,1
mare,night,,1,1,1,1,,,1,1,1
mare,stallion,,1,1,1,1,,,1,1,1
mare,horse,,1,1,1,1,,,1,1,1
mare,ride,,1,1,1,1,,,1,1,1
mark,name,,?1,1,1,1,"Referring to name ""Mark""",,0,,1
mark,boy,,?1,1,1,1,"Referring to name ""Mark""",,0,,1
mark,money,,2,2,1,1,,,0,,0
mark,paper,,1,1,1,1,,,1,1,1
mark,pencil,,1,1,1,1,,,1,1,1
mark,place,,1,1,1,1,,,1,1,1
mark,write,,1,1,1,1,,,1,1,1
mark,check,,1,1,1,1,,,1,1,1
mark,spot,,1,1,1,1,,,1,1,1
mark,grade,,1,1,1,1,,,1,1,1
mark,sign,,1,1,1,1,,,1,1,1
mark,color,,1,1,1,1,,,1,1,1
mark,dot,,1,1,1,1,,,1,1,1
mark,up,,1,1,1,1,,,1,1,1
mark,point,,1,1,1,1,,,1,1,1
mark,pen,,1,1,1,1,,,1,1,1
mark,ink,,1,1,1,1,,,1,1,1
mark,slash,,1,1,1,1,,,1,1,1
maroon,coconut,,1,1,2,2,,,0,,0
maroon,island,,2,2,2,2,,,1,1,1
maroon,abandon,,2,2,2,2,,,1,1,1
maroon,alone,,2,2,2,2,,,1,1,1
maroon,stranded,,2,2,2,2,,,1,1,1
maroon,blue,,1,1,1,1,,categories? colour,1,1,1
maroon,dark,,1,1,1,1,,,1,1,1
maroon,cookie,,1,1,1,1,,,1,1,1
maroon,brown,,1,1,1,1,,,1,1,1
maroon,car,,1,1,1,1,,,1,1,1
maroon,burgundy,,1,1,1,1,,,1,1,1
maroon,purple,,1,1,1,1,,,1,1,1
maroon,red,,1,1,1,1,,,1,1,1
maroon,color,,1,1,1,1,,,1,1,1
mat,pad,,1,1,1,1,,,1,1,1
mat,place,,1,1,1,1,,,1,1,1
mat,gym,,1,1,1,1,,,1,1,1
mat,wrestling,,1,1,1,1,,,1,1,1
mat,floor,,1,1,1,1,,,1,1,1
mat,welcome,,1,1,1,1,,,1,1,1
mat,door,,1,1,1,1,,,1,1,1
mat,carpet,,1,1,1,1,,,1,1,1
mat,gymnastics,,1,1,1,1,,,1,1,1
mat,aerobics,,1,1,1,1,,,1,1,1
mat,feet,,1,1,1,1,,,1,1,1
mat,rug,,1,1,1,1,,,1,1,1
match,book,,2,2,2,2,,,1,1,1
match,clothes,,2,2,2,2,,,1,1,1
match,set,,2,2,2,2,,,1,1,1
match,same,,2,2,2,2,,,1,1,1
match,mix,,2,2,2,2,,,1,1,1
match,game,,2,2,2,2,,,1,1,1
match,maker,,2,2,2,2,,,1,1,1
match,box,,2,2,2,2,,,1,1,1
match,tennis,,2,2,2,2,,,1,1,1
match,point,,2,2,2,2,,,1,1,1
match,connect,,2,2,2,2,,,1,1,1
match,together,,2,2,2,2,,,1,1,1
match,light,,1,1,1,1,,,1,1,1
match,fire,,1,1,1,1,,,1,1,1
match,stick,,1,1,1,1,,,1,1,1
match,burn,,1,1,1,1,,,1,1,1
match,cigarette,,1,1,1,1,,,1,1,1
match,flame,,1,1,1,1,,,1,1,1
mate,first,,1,1,?1,1,,,0,,1
mate,play,,2,2,1,1,,,0,,0
mate,female,,1,1,1,1,,,1,1,1
mate,room,,1,1,1,1,,,1,1,1
mate,friend,,1,1,1,1,,,1,1,1
mate,girl,,1,1,1,1,,,1,1,1
mate,partner,,1,1,1,1,,,1,1,1
mate,man,,1,1,1,1,,,1,1,1
mate,lover,,1,1,1,1,,,1,1,1
mate,companion,,1,1,1,1,,,1,1,1
mate,ship,,1,1,1,1,,,1,1,1
mate,sex,,1,1,1,1,,,1,1,1
mate,love,,1,1,1,1,,,1,1,1
mate,boy,,1,1,1,1,,,1,1,1
mate,spouse,,1,1,1,1,,,1,1,1
mate,husband,,1,1,1,1,,,1,1,1
mate,marriage,,1,1,1,1,,,1,1,1
mate,destiny,,1,1,1,1,,,1,1,1
mate,wife,,1,1,1,1,,,1,1,1
meal,ticket,,1,1,?1,1,,,0,,1
meal,lunch,,1,1,1,1,,,1,1,1
meal,dinner,,1,1,1,1,,,1,1,1
meal,food,,1,1,1,1,,,1,1,1
meal,eat,,1,1,1,1,,,1,1,1
meal,supper,,1,1,1,1,,,1,1,1
meter,reader,,2,2,3,3,,,0,,0
meter,money,,1,1,3,3,,,0,,0
meter,run,,1,1,3,3,,,0,,0
meter,ticket,,3,3,3,3,,,1,1,1
meter,park,,3,3,3,3,,,1,1,1
meter,electric,,3,3,3,3,,,1,1,1
meter,timer,,3,3,3,3,,,1,1,1
meter,gauge,,3,3,3,3,,,1,1,1
meter,measure,,3,3,3,3,,,1,1,1
meter,ruler,,1,1,1,1,,,1,1,1
meter,stick,,1,1,1,1,,,1,1,1
meter,yard,,1,1,1,1,,,1,1,1
meter,length,,1,1,1,1,,,1,1,1
meter,quarter,,1,1,1,1,,,1,1,1
meter,foot,,1,1,1,1,,,1,1,1
meter,maid,,?3,3,?3,3,,guess it's someone who ticket cars?,1,,1
mill,born,,1,1,-,,,association unclear,0,,0
mill,old,,1,1,1,1,,,1,1,1
mill,flour,,1,1,1,1,,,1,1,1
mill,grain,,1,1,1,1,,,1,1,1
mill,wheat,,1,1,1,1,,,1,1,1
mill,wind,,1,1,1,1,,,1,1,1
mill,worker,,1,1,1,1,,,1,1,1
mill,turn,,1,1,1,1,,,1,1,1
mill,run of the,,1,1,1,1,,,1,1,1
mill,water,,1,1,1,1,,,1,1,1
mill,paper,,1,1,1,1,,,1,1,1
mill,saw,,1,1,1,1,,,1,1,1
mill,farm,,1,1,1,1,,,1,1,1
mill,house,,1,1,1,1,,,1,1,1
mill,cotton,,1,1,1,1,,,1,1,1
mill,steel,,1,1,1,1,,,1,1,1
mill,corn,,1,1,1,1,,,1,1,1
mill,wheel,,1,1,1,1,,,1,1,1
mill,plant,,1,1,1,1,,,1,1,1
mill,wood,,1,1,1,1,,,1,1,1
mill,factory,,1,1,1,1,,,1,1,1
mill,million,,?2,2,?2,2,"Confused with short form of ""million"" - ""mil""",the $ unit?,1,,1
mint,condition,,2,2,2,2,,,1,1,1
mint,good,,2,2,2,2,,,1,1,1
mint,coin,,2,2,2,2,,,1,1,1
mint,money,,2,2,2,2,,,1,1,1
mint,perfect,,2,2,2,2,,,1,1,1
mint,new,,2,2,2,2,,,1,1,1
mint,julep,,1,1,1,1,,,1,1,1
mint,leaf,,1,1,1,1,,,1,1,1
mint,taste,,1,1,1,1,,,1,1,1
mint,sweet,,1,1,1,1,,,1,1,1
mint,fresh,,1,1,1,1,,,1,1,1
mint,breath,,1,1,1,1,,,1,1,1
mint,refreshing,,1,1,1,1,,,1,1,1
mint,jelly,,1,1,1,1,,,1,1,1
mint,dinner,,1,1,1,1,,,1,1,1
mint,chocolate,,1,1,1,1,,,1,1,1
mint,candy,,1,1,1,1,,,1,1,1
mint,flavor,,1,1,1,1,,,1,1,1
mint,green,,1,1,1,1,,,1,1,1
mint,ice,cream,1,1,1,1,,,1,1,1
mint,gum,,1,1,1,1,,,1,1,1
mint,cool,,1,1,1,1,,,1,1,1
mint,gel,,1,1,1,1,,,1,1,1
mint,ice,,1,1,1,1,,,1,1,1
mood,expression,,1,1,?1,1,could also be 2,,0,,1
mood,bad,,1,1,1,1,,,1,1,1
mood,depressed,,1,1,1,1,,,1,1,1
mood,swing,,1,1,1,1,,,1,1,1
mood,happy,,1,1,1,1,,,1,1,1
mood,moody,,1,1,1,1,,,1,1,1
mood,state,,1,1,1,1,,,1,1,1
mood,emotion,,1,1,1,1,,,1,1,1
mood,ring,,1,1,1,1,,,1,1,1
mood,sad,,1,1,1,1,,,1,1,1
mood,anger,,1,1,1,1,,,1,1,1
mood,personality,,1,1,1,1,,,1,1,1
mood,feeling,,1,1,1,1,,,1,1,1
mood,change,,1,1,1,1,,,1,1,1
mood,good,,1,1,1,1,,,1,1,1
mood,temper,,1,1,1,1,,,1,1,1
mood,attitude,,1,1,1,1,,,1,1,1
mow,chow,,1,1,-,,,not in def.,0,,0
mow,yard,,1,1,1,1,,,1,1,1
mow,cow,,1,1,1,1,,,1,1,1
mow,cut,,1,1,1,1,,,1,1,1
mow,rake,,1,1,1,1,,,1,1,1
mow,lawn,,1,1,1,1,,,1,1,1
mow,grass,,1,1,1,1,,,1,1,1
mule,ox,,1,1,1,1,,,1,1,1
mule,kick,,1,1,1,1,,,1,1,1
mule,team,,1,1,1,1,,,1,1,1
mule,jackass,,1,1,1,1,,,1,1,1
mule,stubborn,,1,1,1,1,,,1,1,1
mule,ass,,1,1,1,1,,,1,1,1
mule,work,,1,1,1,1,,,1,1,1
mule,donkey,,1,1,1,1,,,1,1,1
mule,pull,,1,1,1,1,,,1,1,1
mule,animal,,1,1,1,1,,,1,1,1
mule,horse,,1,1,1,1,,,1,1,1
multiply,many,,?1,1,1,1,could be both,,0,,1
multiply,increase,,1,1,1,1,,,1,1,1
multiply,rabbit,,1,1,1,1,,,1,1,1
multiply,more,,1,1,1,1,,,1,1,1
multiply,divide,,1,1,1,1,,,1,1,1
multiply,numbers,,1,1,1,1,,,1,1,1
multiply,add,,1,1,1,1,,,1,1,1
multiply,times,,1,1,1,1,,,1,1,1
multiply,reproduce,,1,1,1,1,,,1,1,1
multiply,math,,1,1,1,1,,,1,1,1
multiply,sex,,1,1,1,1,,,1,1,1
nag,horse,,1,1,2,2,,,0,,0
nag,yell,,1,1,1,1,,,1,1,1
nag,annoy,,1,1,1,1,,,1,1,1
nag,gripe,,1,1,1,1,,,1,1,1
nag,bother,,1,1,1,1,,,1,1,1
nag,complain,,1,1,1,1,,,1,1,1
nag,pester,,1,1,1,1,,,1,1,1
nag,bitch,,1,1,1,1,,,1,1,1
nag,woman,,1,1,1,1,,,1,1,1
nag,mom,,1,1,1,1,,,1,1,1
nag,bug,,1,1,1,1,,,1,1,1
nag,mother,,1,1,1,1,,,1,1,1
nag,pain,,1,1,1,1,,,1,1,1
nag,wife,,1,1,1,1,,,1,1,1
nag,irritate,,1,1,1,1,,,1,1,1
nap,yes,,?1,1,1,1,As in one wants a nap?,,0,,1
nap,sack,,?1,1,1,1,"Confused for ""knapsack""",,0,,1
nap,rest,,1,1,1,1,,,1,1,1
nap,tired,,1,1,1,1,,,1,1,1
nap,pillow,,1,1,1,1,,,1,1,1
nap,afternoon,,1,1,1,1,,,1,1,1
nap,cat,,1,1,1,1,,,1,1,1
nap,bed,,1,1,1,1,,,1,1,1
nap,relief,,1,1,1,1,,,1,1,1
nap,sleep,,1,1,1,1,,,1,1,1
nap,time,,1,1,1,1,,,1,1,1
net,bottom,line,2,2,1,1,,,0,,0
net,profit,,2,2,2,2,,,1,1,1
net,weight,,2,2,2,2,,,1,1,1
net,gain,,2,2,2,2,,,1,1,1
net,pay,,2,2,2,2,,,1,1,1
net,gross,,2,2,2,2,,,1,1,1
net,total,,2,2,2,2,,,1,1,1
net,worth,,2,2,2,2,,,1,1,1
net,fish,,1,1,1,1,,,1,1,1
net,catch,,1,1,1,1,,,1,1,1
net,tennis,,1,1,1,1,,,1,1,1
net,ball,,1,1,1,1,,,1,1,1
net,volleyball,,1,1,1,1,,,1,1,1
net,basketball,,1,1,1,1,,,1,1,1
novel,fiction,,1,1,?1,1,could also be 2,,0,,1
novel,idea,,1,1,2,2,,,0,,0
novel,story,,1,1,1,1,,,1,1,1
novel,best,seller,1,1,1,1,,,1,1,1
novel,read,,1,1,1,1,,,1,1,1
novel,long,,1,1,1,1,,,1,1,1
novel,book,,1,1,1,1,,,1,1,1
nun,convent,,1,1,1,1,,,1,1,1
nun,religious,,1,1,1,1,,,1,1,1
nun,holy,,1,1,1,1,,,1,1,1
nun,christian,,1,1,1,1,,,1,1,1
nun,blue,,1,1,1,1,,,1,1,1
nun,church,,1,1,1,1,,,1,1,1
nun,habit,,1,1,1,1,,,1,1,1
nun,woman,,1,1,1,1,,,1,1,1
nun,monk,,1,1,1,1,,,1,1,1
nun,sister,,1,1,1,1,,,1,1,1
nun,celibate,,1,1,1,1,,,1,1,1
nun,priest,,1,1,1,1,,,1,1,1
nun,father,,1,1,1,1,,,1,1,1
nun,black,,1,1,1,1,,,1,1,1
nun,catholic,,1,1,1,1,,,1,1,1
opera,classical,,?1,1,1,1,Could be both,,0,,1
opera,music,,?1,1,1,1,Could be both,,0,,1
opera,song,,?1,1,1,1,Could be both,,0,,1
opera,phantom,,1,1,1,1,,,1,1,1
opera,singer,,1,1,1,1,,,1,1,1
opera,lady,,1,1,1,1,,,1,1,1
opera,boring,,1,1,1,1,,,1,1,1
opera,play,,1,1,1,1,,,1,1,1
opera,fat,lady,1,1,1,1,,,1,1,1
opera,tenor,,1,1,1,1,,,1,1,1
opera,sing,,1,1,1,1,,,1,1,1
opera,loud,,1,1,1,1,,,1,1,1
opera,voice,,1,1,1,1,,,1,1,1
opera,high,,1,1,1,1,,,1,1,1
opera,show,,1,1,1,1,,,1,1,1
opera,noise,,1,1,1,1,,,1,1,1
ounce,pot,,1,1,1,1,,,1,1,1
ounce,lid,,1,1,1,1,,,1,1,1
ounce,gram,,1,1,1,1,,,1,1,1
ounce,pound,,1,1,1,1,,,1,1,1
ounce,liquid,,1,1,1,1,,,1,1,1
ounce,measure,,1,1,1,1,,,1,1,1
ounce,quart,,1,1,1,1,,,1,1,1
ounce,gallon,,1,1,1,1,,,1,1,1
ounce,weight,,1,1,1,1,,,1,1,1
ounce,light,,1,1,1,1,,,1,1,1
ounce,fluid,,1,1,1,1,,,1,1,1
ounce,pint,,1,1,1,1,,,1,1,1
ounce,one,,1,1,1,1,,,1,1,1
pack,six,,1,1,?1,1,,,0,,1
pack,unpack,,1,1,1,1,,,1,1,1
pack,trip,,1,1,1,1,,,1,1,1
pack,save,,1,1,1,1,,,1,1,1
pack,store,,1,1,1,1,,,1,1,1
pack,stack,,1,1,1,1,,,1,1,1
pack,leave,,1,1,1,1,,,1,1,1
pack,back,,1,1,1,1,,,1,1,1
pack,bag,,1,1,1,1,,,1,1,1
pack,box,,1,1,1,1,,,1,1,1
pack,travel,,1,1,1,1,,,1,1,1
pack,suitcase,,1,1,1,1,,,1,1,1
pack,clothes,,1,1,1,1,,,1,1,1
pack,soda,,1,1,1,1,,,1,1,1
pack,stuff,,1,1,1,1,,,1,1,1
pack,gather,,1,1,1,1,,,1,1,1
pack,rat,,1,1,1,1,,,1,1,1
pack,vacation,,1,1,1,1,,,1,1,1
pack,up,,1,1,1,1,,,1,1,1
pack,carry,,1,1,1,1,,,1,1,1
pack,move,,1,1,1,1,,,1,1,1
pack,lunch,,1,1,1,1,,,1,1,1
pack,luggage,,1,1,1,1,,,1,1,1
pad,house,,1,1,1,1,,,1,1,1
pad,period,,1,1,1,1,,,1,1,1
pad,pencil,,1,1,1,1,,,1,1,1
pad,apartment,,1,1,1,1,,,1,1,1
pad,pen,,1,1,1,1,,,1,1,1
pad,mattress,,1,1,1,1,,,1,1,1
pad,soft,,1,1,1,1,,,1,1,1
pad,paper,,1,1,1,1,,,1,1,1
pad,seat,,1,1,1,1,,,1,1,1
pad,cover,,1,1,1,1,,,1,1,1
pad,cushion,,1,1,1,1,,,1,1,1
pad,notebook,,1,1,1,1,,,1,1,1
pad,write,,1,1,1,1,,,1,1,1
page,call,,2,2,2,2,,,1,1,1
page,chapter,,1,1,1,1,,,1,1,1
page,book,,1,1,1,1,,,1,1,1
page,read,,1,1,1,1,,,1,1,1
page,white,,1,1,1,1,,,1,1,1
page,turn,,1,1,1,1,,,1,1,1
page,one,,1,1,1,1,,,1,1,1
page,number,,1,1,1,1,,,1,1,1
page,paper,,1,1,1,1,,,1,1,1
page,word,,1,1,1,1,,,1,1,1
painter,hat,,1,1,1,1,,,1,1,1
painter,house,,1,1,1,1,,,1,1,1
painter,ladder,,1,1,1,1,,,1,1,1
painter,art,,1,1,1,1,,,1,1,1
painter,pants,,1,1,1,1,,,1,1,1
painter,overalls,,1,1,1,1,,,1,1,1
painter,artistic,,1,1,1,1,,,1,1,1
painter,artist,,1,1,1,1,,,1,1,1
painter,job,,1,1,1,1,,,1,1,1
painter,red,,1,1,1,1,,,1,1,1
painter,brush,,1,1,1,1,,,1,1,1
painter,van,gogh,1,1,1,1,,,1,1,1
painter,cap,,1,1,1,1,,,1,1,1
painter,canvas,,1,1,1,1,,,1,1,1
painter,davinci,,1,1,1,1,,,1,1,1
painter,labor,,1,1,1,1,,,1,1,1
painter,color,,1,1,1,1,,,1,1,1
painter,carpenter,,1,1,1,1,,,1,1,1
painter,picture,,1,1,1,1,,,1,1,1
painter,paint,,1,1,1,1,,,1,1,1
painter,wall,,1,1,1,1,,,1,1,1
painter,messy,,1,1,1,1,,,1,1,1
painter,roofer,,1,1,1,1,,,1,1,1
palm,sunday,,2,2,-,,,no association? not sure,0,,0
palm,beach,,2,2,2,2,,,1,1,1
palm,tree,,2,2,2,2,,,1,1,1
palm,finger,,1,1,1,1,,,1,1,1
palm,hand,,1,1,1,1,,,1,1,1
palm,sweat,,1,1,1,1,,,1,1,1
palm,reader,,1,1,1,1,,,1,1,1
palm,calm,,?2,2,1,1,Rhyme word,,0,,0
paste,tomato,,1,1,1,1,,,1,1,1
paste,glue,,1,1,1,1,,,1,1,1
paste,sticky,,1,1,1,1,,,1,1,1
paste,tooth,,1,1,1,1,,,1,1,1
pat,person,,?1,1,1,1,"Referring to the name ""Pat""",,0,,1
pat,name,,?1,1,-,,"Referring to the name ""Pat""",Pat as a name? not given in def.,0,,0
pat,cat,,1,1,1,1,,,1,1,1
pat,hug,,1,1,1,1,,,1,1,1
pat,head,,1,1,1,1,,,1,1,1
pat,slap,,1,1,1,1,,,1,1,1
pat,shoulder,,1,1,1,1,,,1,1,1
pat,pet,,1,1,1,1,,,1,1,1
pat,butter,,1,1,1,1,,,1,1,1
pat,rub,,1,1,1,1,,,1,1,1
pat,tap,,1,1,1,1,,,1,1,1
pat,hit,,1,1,1,1,,,1,1,1
pat,touch,,1,1,1,1,,,1,1,1
pat,girl,,1,1,1,1,,,1,1,1
pat,stroke,,1,1,1,1,,,1,1,1
pat,back,,1,1,1,1,,,1,1,1
pat,dry,,1,1,1,1,,,1,1,1
pat,dog,,1,1,1,1,,,1,1,1
pat,answer,,?2,2,2,2,,,0,,1
pawn,king,,2,2,2,2,,,1,1,1
pawn,jewelry,,1,1,1,1,,,1,1,1
pawn,sell,,1,1,1,1,,,1,1,1
pawn,store,,1,1,1,1,,,1,1,1
pawn,cross,,1,1,1,1,,,1,1,1
pawn,shop,,1,1,1,1,,,1,1,1
pawn,money,,1,1,1,1,,,1,1,1
pawn,give,,1,1,1,1,,,1,1,1
pawn,gold,,1,1,1,1,,,1,1,1
pawn,steal,,1,1,1,1,,,1,1,1
pawn,hock,,?2,2,1,1,,,0,,0
peel,sunburn,,1,1,1,1,,,1,1,1
peel,eat,,1,1,1,1,,,1,1,1
peel,potato,,1,1,1,1,,,1,1,1
peel,pear,,1,1,1,1,,,1,1,1
peel,fruit,,1,1,1,1,,,1,1,1
peel,banana,,1,1,1,1,,,1,1,1
peel,off,,1,1,1,1,,,1,1,1
peel,orange,,1,1,1,1,,,1,1,1
peel,apple,,1,1,1,1,,,1,1,1
peel,slice,,1,1,1,1,,,1,1,1
peer,fish,,?1,1,2,2,"Confused with ""pier""",,0,,0
peer,water,,?1,1,2,2,"Confused with ""pier""",,0,,0
peer,dock,,?1,1,2,2,"Confused with ""pier""",,0,,0
peer,boat,,?1,1,2,2,"Confused with ""pier""",,0,,0
peer,bridge,,1,1,2,2,,,0,,0
peer,look,,2,2,2,2,,,1,1,1
peer,student,,1,1,1,1,,,1,1,1
peer,pressure,,1,1,1,1,,,1,1,1
peer,adult,,1,1,1,1,,,1,1,1
peer,teenager,,1,1,1,1,,,1,1,1
peer,friend,,1,1,1,1,,,1,1,1
peer,group,,1,1,1,1,,,1,1,1
pen,ink,,1,1,1,1,,,1,1,1
pen,pencil,,1,1,1,1,,,1,1,1
pen,write,,1,1,1,1,,,1,1,1
pen,paper,,1,1,1,1,,,1,1,1
pet,peeve,,2,2,2,2,,,1,1,1
pet,fish,,1,1,1,1,,,1,1,1
pet,animal,,1,1,1,1,,,1,1,1
pet,fluffy,,1,1,1,1,,,1,1,1
pet,hamster,,1,1,1,1,,,1,1,1
pet,cat,,1,1,1,1,,,1,1,1
pet,cemetery,,1,1,1,1,,,1,1,1
pet,love,,1,1,1,1,,,1,1,1
pet,friend,,1,1,1,1,,,1,1,1
pet,dog,,1,1,1,1,,,1,1,1
pet,loyal,,1,1,1,1,,,1,1,1
piano,lesson,,1,1,1,1,,,1,1,1
piano,instrument,,1,1,1,1,,,1,1,1
piano,play,,1,1,1,1,,,1,1,1
piano,keyboard,,1,1,1,1,,,1,1,1
piano,bench,,1,1,1,1,,,1,1,1
