SortedOrder,probe,associate,associate (continued),R1,R1,R2,R3,Screened_for_Analysis_seeTab2,Meaning_R1,Meaning_BestGuess_R1,R2,Meaning_R2,Meaning_BestGuess_R2,R3,Meaning_R3,Meaning_BestGuess_R3,Comment_R1,Comment_R2,Comment_R3,Integrated_Comments_By_CR,R1_R2_R3_CertainAgreement,R1_R2_R3_Certain_orUndertainAgreement,DominantMeaning_Certain_or_Guess,
261,beaver,wood,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
262,beetle,bailey,,kt,kt,lew,aml,1,1,1,lew,-,-,aml,1,1,,,,,0,0,1,
263,beetle,bug,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
264,beetle,insect,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
265,beetle,juice,,kt,kt,lew,aml,,3,3,lew,-,-,aml,1,1,,,,,0,0,NONE,
266,bent,back,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
267,bent,bar,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
268,bent,broken,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
269,bent,crooked,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
270,bent,curved,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
271,bent,knee,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
272,bent,leg,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
273,bent,over,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
274,bent,rod,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
275,bent,straight,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
276,bent,tree,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
277,bent,turned,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
278,bent,twisted,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
279,bent,wrong,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
280,blaze,burn,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
281,blaze,fire,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
282,blaze,flame,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
283,blaze,hot,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
284,blaze,saddle,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
285,blaze,trail,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
286,blow,air,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
287,blow,away,,kt,kt,lew,aml,1,1,1,lew,2,2,aml,2,2,,,,,0,0,2,
288,blow,balloon,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
289,blow,breath,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
290,blow,bubble,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
291,blow,candle,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
292,blow,dry,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
293,blow,dryer,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
294,blow,explode,,kt,kt,lew,aml,1,1,1,lew,2,2,aml,1,1,,,,,0,0,1,
295,blow,hair,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
296,blow,hard,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
297,blow,hit,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
298,blow,horn,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
299,blow,job,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
300,blow,nose,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
301,blow,out,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
302,blow,pop,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
303,blow,strike,,kt,kt,lew,aml,1,1,1,lew,1,1,aml,1,1,,,,,1,1,1,
304,blow,suck,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
305,blow,torch,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
306,blow,up,,kt,kt,lew,aml,1,1,1,lew,2,2,aml,2,2,,,,,0,0,2,
307,blow,whistle,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
308,blow,wind,,kt,kt,lew,aml,1,2,2,lew,2,2,aml,2,2,,,,,1,1,2,
309,bluff,beach,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
310,bluff,bully,,lew,lew,kt,aml,1,1,1,kt,2,2,aml,2,2,,,,,0,0,2,
311,bluff,call,,lew,lew,kt,aml,1,2,2,kt,1,1,aml,2,2,,,,,0,0,2,
312,bluff,cards,,lew,lew,kt,aml,1,2,2,kt,2,2,aml,1,1,,,,,0,0,2,
313,bluff,cliff,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
314,bluff,cover,up,lew,lew,kt,aml,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
315,bluff,fake,,lew,lew,kt,aml,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
316,bluff,fool,,lew,lew,kt,aml,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
317,bluff,hill,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
318,bluff,joke,,lew,lew,kt,aml,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
319,bluff,lie,,lew,lew,kt,aml,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
320,bluff,mountain,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
321,bluff,poker,,lew,lew,kt,aml,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
322,bluff,trick,,lew,lew,kt,aml,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
323,bluff,FALSE,,lew,lew,kt,aml,1,?2,2,kt,2,2,aml,2,2,,,,,0,1,2,
324,boil,bake,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
325,boil,bubble,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
326,boil,burn,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
327,boil,cook,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
328,boil,crab,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
329,boil,eggs,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
330,boil,freeze,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
331,boil,fry,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
332,boil,heat,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
333,boil,hot,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
334,boil,pot,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
335,boil,simmer,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
336,boil,steam,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
337,boil,stone,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
338,boil,water,,lew,lew,kt,aml,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
339,bolt,close,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
340,bolt,dash,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
341,bolt,door,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
342,bolt,fast,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
343,bolt,lightning,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
344,bolt,lock,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
345,bolt,nail,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
346,bolt,nut,,lew,lew,kt,kw,1,1,1,kt,2,2,kw,1,1,,,,,0,0,1,
347,bolt,run,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
348,bolt,screw,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
349,bolt,thunder,,lew,lew,kt,kw,1,1,1,kt,1,1,kw,1,1,,,,,1,1,1,
350,boom,baby,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
351,boom,balloon,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
352,boom,bang,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
353,boom,bass,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
354,boom,big,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
355,boom,bomb,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
356,boom,box,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
357,boom,crash,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
358,boom,explode,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
359,boom,explosion,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
360,boom,firecracker,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
361,boom,gun,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
362,boom,loud,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
363,boom,noise,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
364,boom,pow,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
365,boom,sonic,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
366,boom,sound,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
367,boring,bland,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
368,boring,class,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
369,boring,dead,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
370,boring,dull,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
371,boring,exciting,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
372,boring,fun,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,1,1,,,,,0,0,2,
373,boring,interesting,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,1,1,,,,,0,0,2,
374,boring,lazy,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
375,boring,lecture,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
376,boring,math,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
377,boring,repetitive,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
378,boring,school,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
379,boring,sleepy,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
380,boring,tired,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
381,boring,uninteresting,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
382,boring,yawn,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
383,bound,bond,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
384,bound,chained,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
385,bound,determined,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
386,bound,free,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,2,2,,,,,0,0,1,
387,bound,gagged,,lew,lew,kt,ka,1,1,1,kt,3,3,ka,1,1,,,,,0,0,1,
388,bound,held,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
389,bound,home,,lew,lew,kt,ka,1,4,4,kt,4,4,ka,4,4,,,,,1,1,4,
390,bound,jump,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
391,bound,leap,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
392,bound,out,,lew,lew,kt,ka,1,4,4,kt,2,2,ka,2,2,,,,,0,0,2,
393,bound,rope,,lew,lew,kt,ka,1,1,1,kt,3,3,ka,1,1,,,,,0,0,1,
394,bound,run,,lew,lew,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
395,bound,tie,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
396,bound,tight,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
397,bound,together,,lew,lew,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
398,bow,applaud,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
399,bow,arrow,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
400,bow,barrette,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
401,bow,bend,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
402,bow,curtsey,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
403,bow,ed,,aml,aml,kt,ka,1,?1,1,kt,2,2,ka,1,1,,,,,0,0,1,
404,bow,hair,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
405,bow,performance,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
406,bow,present,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
407,bow,ribbon,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
408,bow,stern,,aml,aml,kt,ka,1,3,3,kt,3,3,ka,1,1,,,,,0,0,3,
409,bow,tie,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
410,bowl,alley,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
411,bowl,ball,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
412,bowl,cereal,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
413,bowl,cup,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
414,bowl,dish,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
415,bowl,fish,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
416,bowl,food,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
417,bowl,fruit,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
418,bowl,fun,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
419,bowl,game,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
420,bowl,lane,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
421,bowl,pin,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
422,bowl,plate,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
423,bowl,pot,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
424,bowl,roll,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
425,bowl,salad,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
426,bowl,saucer,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
427,bowl,score,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
428,bowl,soup,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
429,bowl,spoon,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
430,bowl,strike,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
431,bowl,super,,aml,aml,kt,ka,1,2,2,kt,2,2,ka,2,2,,,,,1,1,2,
432,box,car,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
433,box,cardboard,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
434,box,carton,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
435,box,container,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
436,box,cube,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
437,box,gift,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
438,box,glove,,aml,aml,kt,ka,1,2,2,kt,1,1,ka,2,2,,,,,0,0,2,
439,box,letter,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
440,box,match,,aml,aml,kt,ka,1,2,2,kt,1,1,ka,2,2,,,,,0,0,2,
441,box,paper,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
442,box,present,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
443,box,shoe,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
444,box,square,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
445,box,storage,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
446,box,toy,,aml,aml,kt,ka,1,1,1,kt,1,1,ka,1,1,,,,,1,1,1,
447,boxing,ali,,aml,aml,kt,RS,1,2,2,kt,?2,2,RS,2,2,,,,,0,1,2,
448,boxing,blood,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
449,boxing,fight,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
450,boxing,gloves,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
451,boxing,hit,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
452,boxing,knock,out,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
453,boxing,match,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
454,boxing,pain,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
455,boxing,punch,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
456,boxing,ring,,aml,aml,kt,RS,1,1,1,kt,2,2,RS,2,2,,,,,0,0,2,
457,boxing,sparring,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
458,boxing,sport,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
459,boxing,tyson,,aml,aml,kt,RS,,-,-,kt,-,-,RS,-,-,,"Proper noun, remove",,Proper noun,1,1,-,
460,boxing,violence,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
461,brake,accelerate,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
462,brake,accident,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
463,brake,car,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
464,brake,gas,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
465,brake,go,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
466,brake,light,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
467,brake,pedal,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
468,brake,rest,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
469,brake,speed,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
470,brake,stop,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
471,bride,groom,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
472,bride,marriage,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
473,bride,wedding,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
474,bride,white,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
475,bridge,car,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
476,bridge,card,,aml,aml,kt,RS,1,2,2,kt,1,1,RS,2,2,,,,,0,0,2,
477,bridge,covered,,aml,aml,kt,RS,1,2,2,kt,?1,1,RS,1,1,,,,,0,0,1,
478,bridge,cross,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
479,bridge,london,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
480,bridge,river,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
481,bridge,road,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
482,bridge,span,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
483,bridge,tunnel,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
484,bridge,water,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
485,brook,babbling,,aml,aml,kt,RS,1,2,2,kt,1,1,RS,2,2,,,,,0,0,2,
486,brook,creek,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
487,brook,pond,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
488,brook,river,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
489,brook,stream,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
490,brook,water,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
491,brush,bristle,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
492,brush,comb,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
493,brush,hair,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
494,brush,paint,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
495,brush,tooth,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
496,brush,touch,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
497,buck,animal,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
498,buck,bull,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
499,buck,deer,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
500,buck,doe,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
501,buck,dollar,,aml,aml,kt,RS,1,1,1,kt,4,4,RS,4,4,,,,,0,0,4,
502,buck,horse,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
503,buck,kick,,aml,aml,kt,RS,1,2,2,kt,2,2,RS,2,2,,,,,1,1,2,
504,buck,money,,aml,aml,kt,RS,1,1,1,kt,4,4,RS,4,4,,,,,0,0,4,
505,buck,pass,,aml,aml,kt,RS,1,4,4,kt,2,2,RS,4,4,,,,,0,0,4,
506,bully,usf,,kt,kt,aml,RS,,-,-,aml,-,-,RS,-,-,"Proper noun, remove",,,Proper noun,1,1,-,
507,buck,wild,,aml,aml,kt,RS,1,2,2,kt,1,1,RS,2,2,,,,,0,0,2,
508,bud,beer,,aml,aml,kt,RS,,-,-,kt,-,-,RS,-,-,,Association not clear,,Proper noun,1,1,-,
509,bud,drink,,aml,aml,kt,RS,,-,-,kt,-,-,RS,-,-,,Association not clear,,Proper noun,1,1,-,
510,bud,dry,,aml,aml,kt,RS,1,?1,1,kt,1,1,RS,2,2,,,,,0,0,1,
511,bud,flower,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
512,bud,green,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
513,bud,light,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,2,2,,,,,0,0,1,
514,bud,marijuana,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
515,bud,pot,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
516,bud,roses,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
517,bud,vase,,aml,aml,kt,RS,1,1,1,kt,1,1,RS,1,1,,,,,1,1,1,
518,buggy,baby,,kt,kt,aml,RS,1,1,1,aml,1,1,RS,1,1,,,,,1,1,1,
519,buggy,car,,kt,kt,aml,RS,1,1,1,aml,1,1,RS,1,1,,,,,1,1,1,
520,buggy,carriage,,kt,kt,aml,RS,1,1,1,aml,1,1,RS,1,1,,,,,1,1,1,
521,buggy,cart,,kt,kt,aml,RS,1,1,1,aml,1,1,RS,1,1,,,,,1,1,1,
522,buggy,child,,kt,kt,aml,RS,1,1,1,aml,1,1,RS,1,1,,,,,1,1,1,
